3	61477903
4	804619862
5	4281214635
7	1471140446
8	1471140446
9	1471140446
10	386456191
13	3783993648
15	2115491671
16	235476646
18	401945277
20	416330287
21	416330287
22	416330287
23	1832462541
24	1063306856
25	582672945
26	4136632004
27	1507544186
28	3062896525
29	1868942518
31	1454035510
32	230117918
33	230117918
36	3639467255
37	3639467255
38	1557343462
39	2285484105
40	1210613354
41	1716470668
42	3738186641
43	3008741424
44	3260635116
45	2856475163
46	1247059122
47	3351523181
48	348529248
49	2062854199
52	1690615074
53	3199229320
54	4047436521
55	61186519
56	2637502484
57	1233762920
58	2677850150
59	1041260118
60	1841768927
62	4105583038
64	1728231357
65	1728231357
66	2339839832
67	1977475739
68	3272491346
69	4250931903
70	1536819364
71	3236979875
72	2784263725
73	4280025323
74	2949850052
75	1967012522
76	2587616435
77	1610171038
78	1086084992
79	2435755586
80	3224068169
81	2509086570
82	992561323
84	3481603259
85	2006433337
86	1148012652
87	2959420950
88	1011123256
89	411731753
90	1341096506
91	1341096506
92	1341096506
93	1341096506
94	1341096506
95	1341096506
96	1341096506
97	1341096506
98	1341096506
99	1341096506
100	1341096506
101	268816201
102	498238691
103	1038942504
104	386797153
105	386797153
106	4234238455
108	2960270581
109	2478234598
110	2478234598
111	804542727
112	2389263741
114	2143078542
116	2110243278
117	939765972
118	1820029797
119	2797343771
120	2289528071
122	3497244511
123	2596733644
124	2596733644
125	1826591083
126	3572269559
127	2354737755
128	776270146
129	1826343214
130	1826343214
131	1826343214
132	3628832108
133	127371840
134	3726974662
135	1975759984
136	2058886809
137	1775180166
139	2576859096
140	2186630028
141	684921758
142	495818697
143	2101402606
144	671864158
145	171025395
146	171025395
147	273902811
148	1833244071
149	1444583217
150	679700922
151	2298516857
152	2298516857
153	3712819742
154	1163794760
155	1163794760
156	1319886393
157	1631290673
158	2585327580
159	2585327580
160	2585327580
161	2585327580
162	2585327580
163	2585327580
164	435263339
165	3036141504
166	1784678428
167	405428132
168	2491808242
169	2994891113
170	225430306
171	643284065
172	508940306
173	1641765152
174	426166781
175	1672450656
176	1139116596
177	3029325544
178	740148951
179	8209379
181	422777830
185	828206876
186	2066686477
187	2748209109
188	1509015580
189	553125617
190	3382184518
191	3415273377
192	2810245542
195	3205718958
196	1547325648
197	349771745
198	3632253256
200	3252432592
202	2696290884
204	2150848115
205	2384178324
206	1333552095
207	1445028465
215	1597380017
216	1597380017
219	827211575
220	3567042099
223	3004061810
225	1074870129
226	2888086928
227	2531969490
228	2900195740
229	3437310417
230	3437310417
231	3848264022
232	1118457299
233	1770573047
234	244220291
235	3153526722
236	1300375296
237	693050209
238	4271367108
239	3677230481
241	2297721003
246	64703499
247	2221378913
248	460925649
249	1040493363
250	2962436572
251	1674888438
252	1674888438
253	226167132
254	226167132
255	1255896197
256	1255896197
257	3789029184
258	3789029184
259	1930324440
260	2422059390
261	2274349979
262	4169591119
263	1923809350
264	316263527
265	353850493
266	353850493
267	2198899241
268	394293006
269	1249514094
270	1953437515
271	417123290
272	3434018694
273	3785387487
274	767220247
275	2397525028
276	2873343645
277	877945383
278	3185692431
279	2399554984
280	3659662790
281	144997822
282	2170473823
283	1395640727
284	2704376528
285	1903444229
286	1650425619
287	261218444
288	2749567415
289	2169105814
290	2118802492
291	2118802492
292	1213874055
293	1116957623
294	243706603
295	2151223317
296	2692750246
297	1102483880
298	3211869804
299	1919281202
300	3023811405
301	3357020670
302	3357020670
303	3357020670
304	2762282302
305	4096699700
306	1965000814
307	183514604
308	1940779926
309	873255426
310	610427555
311	3785555410
312	3919221338
313	901303979
314	901303979
315	3336783567
316	1718839450
317	990959974
318	1740772631
319	1937970808
320	3161340282
321	2810232094
322	3196108932
323	3317149544
324	2556554385
325	734470389
326	1946764368
327	4612722
269	812528842
328	1614411396
329	1614411396
330	2608543989
331	511362023
332	1551188772
333	1967193107
334	2865586777
335	1076018285
336	534708903
337	4207645588
338	3435033871
339	2965867805
340	3697332645
342	3876697052
343	3976993681
345	1969907111
347	4013950788
348	1719020805
349	1508750870
350	910169576
351	1690995478
352	2706889282
353	979252512
354	1665588777
355	3633515900
356	2880529865
357	2880529865
358	1600413013
359	1600413013
360	3335402704
364	2839246665
365	3637506678
369	2289163846
370	1179584066
371	1179584066
373	1073011186
374	2898094726
375	3825878532
376	3825878532
378	2610561518
379	2652552299
380	1968232351
